2015-09-09,12721
2015-10-06,11294
2014-04-15,9793
2011-06-10,10
2012-10-07,42
2013-06-21,15015
2015-05-25,12
2014-03-05,864
2011-07-14,10600
2012-03-02,12
2012-10-01,2
2010-12-18,1014
2013-07-02,122805
2013-10-04,28
2013-04-17,1407
2012-02-05,24076
2012-12-18,120
2011-07-31,4
2012-06-13,9771
2011-02-21,52
2015-03-12,2
2014-05-02,295
2011-08-09,629
2012-01-27,951
2012-05-28,184
2012-12-06,14
2014-04-06,385
2011-12-14,23
2011-06-19,285
2014-09-18,292
2012-10-14,1
2015-06-24,96
2012-05-11,5634
2014-03-02,325
2011-11-22,284
2014-08-30,5075
2014-09-06,3176
2014-07-11,2
2012-04-17,3143
2014-02-14,342
2010-12-25,13
2015-02-14,350
2013-04-26,2695
2014-12-08,16783
2014-01-02,3211
2014-11-11,675
2011-02-14,296
2011-04-03,1542
2012-03-08,1110
2014-05-27,2388
2013-11-07,141957
2012-01-16,308
2013-02-10,1419
2014-04-29,665
2011-06-28,184
2013-06-03,30928
2011-03-03,40
2014-03-11,1812
2011-07-28,741
2013-06-09,42
2011-05-16,2042
2012-04-08,28
2014-02-01,293
2013-10-10,7
2013-04-03,54
2014-06-08,3485
2014-12-23,927
2012-11-15,201
2013-07-08,926
2014-05-20,46
2011-03-28,589
2010-11-06,1709
2012-08-30,32
2010-11-10,95
2013-08-17,16249
2011-05-09,38
2011-03-06,870
2011-07-27,983
2013-03-12,43992
2015-02-10,6457
2014-02-24,655
2013-11-05,190340
2012-01-11,1788
2012-02-19,2042
2015-01-27,37649
2014-12-30,19
2011-01-27,695
2012-08-17,864
2015-04-13,24
2012-12-19,3320
2014-04-19,18
2014-09-05,572
2014-08-03,3814
2011-03-29,1364
2010-11-27,2279
2014-02-19,680
2011-09-09,2
2012-10-30,657
2014-01-21,736
2015-07-02,31110
2012-02-16,2452
2012-06-04,237
2015-03-18,74
2014-10-25,84
2012-01-09,161
2013-07-23,132646
2011-12-28,461
2011-06-05,1002
2013-12-19,623
2013-06-24,38207
2012-09-28,420
2015-01-13,6970
2014-01-30,5
2012-01-28,27
2010-12-07,3957
2013-07-15,423846
2014-06-19,1584
2011-11-04,80
2012-08-03,18396
2015-04-03,2
2012-11-16,109
2010-11-21,220
2015-03-25,65
2014-05-13,209
2013-08-04,80
2011-08-04,739
2015-09-13,23792
2011-03-19,32
2013-09-04,965
2011-06-14,244
2011-03-11,1040
2013-06-17,2
2011-07-02,582
2010-10-06,2835
2012-02-28,1614
2015-01-04,7
2014-07-30,5391
2012-04-26,132
2010-12-14,14341
2013-07-06,64
2012-02-10,20936
2014-06-26,19
2014-12-05,1329
2011-11-11,244
2011-01-02,4
2012-06-01,54
2013-11-16,3342
2015-09-28,17607
2011-03-25,1497
2011-08-13,33
2013-05-06,744
2013-05-21,40687
2011-06-23,1732
2014-09-30,142
2011-03-02,365
2013-06-22,8448
2014-03-06,58
2011-07-09,444
2011-10-01,2437
2013-03-30,13
2015-02-28,131
2014-02-10,145
2013-11-06,20673
2013-10-01,2
2012-02-01,9776
2014-12-12,2333
2012-11-02,1179
2011-04-15,59
2011-03-23,6
2013-05-13,8455
2011-05-13,1189
2014-04-01,270
2011-06-16,171
2014-09-23,1920
2013-06-15,142
2011-09-21,14
2011-07-16,21
2012-03-24,252
2015-02-05,13
2014-02-13,1838
2010-12-28,648
2015-08-17,149
2014-06-12,1744
2014-12-11,282
2014-01-07,102
2011-11-25,0
2012-11-11,41
2011-04-04,1088
2012-02-15,2005
2011-02-02,126
2011-08-19,1385
2011-07-17,35928
2012-08-26,454705
2013-02-07,189
2014-04-24,934
2014-10-11,717
2011-06-25,853
2014-09-08,5890
2012-01-20,217
2012-05-05,68
2015-09-11,9580
2014-08-08,4
2012-04-07,77
2014-02-04,8
2010-11-29,2885
2014-01-08,178
2011-02-04,2477
2013-01-28,1789
2013-05-28,640
2012-08-29,1223
2011-05-31,4270
2014-10-18,4
2014-09-01,3822
2014-03-29,435
2013-09-18,670
2011-10-20,2056
2011-12-12,8
2012-10-17,976
2010-11-04,130
2012-02-22,258
2012-02-25,3056
2015-01-22,318
2014-12-25,3
2013-05-29,41
2011-01-30,12
2011-03-22,60
2011-04-18,374
2012-03-11,1108
2012-08-20,10
2011-05-22,1438
2014-10-21,6
2013-08-31,88
2012-03-21,1544
2013-05-20,113
2011-12-24,1252
2012-12-07,4
2013-12-23,119
2013-11-02,33152
2014-02-22,255
2012-04-03,1786
2010-10-19,350
2010-12-03,36026
2013-07-19,850
2014-06-23,378
2012-08-15,455022
2015-04-07,64
2014-11-30,752
2015-03-29,349
2013-05-19,31653
2011-06-02,233
2015-08-26,60
2013-07-05,2073
2015-05-17,568
2011-07-06,127
2012-09-25,1185
2012-03-10,285
2010-11-24,3080
2013-06-04,36
2012-07-03,498
2010-11-25,2258
2013-11-29,43940
2015-04-28,359
2013-11-28,38427
2013-04-19,56
2013-08-09,57
2011-05-05,20
2013-05-26,17619
2014-04-14,794
2011-10-04,66
2011-06-11,18
2014-09-26,6
2010-11-07,69
2013-06-18,8
2015-05-24,418
2013-05-30,17861
2010-10-05,195
2013-03-26,2
2015-01-03,1
2015-02-16,628
2015-07-19,2
2015-08-04,4
2012-06-12,28
2012-11-30,44
2011-04-11,151
2013-11-04,68574
2011-08-14,341
2013-05-01,20
2014-04-05,378
2013-09-14,1986
2011-06-20,7064
2014-09-19,18484
2013-12-02,10175
2013-06-11,9
2015-05-03,605
2011-07-20,22528
2011-10-06,3680
2010-10-12,120
2013-03-29,200
2011-02-22,645
2015-02-25,58
2014-02-09,743
2010-12-24,206
2012-06-20,60
2011-05-27,869
2012-03-05,1291
2012-06-11,38
2011-02-15,584
2013-01-01,81
2013-05-03,0
2015-09-26,61
2013-02-11,43
2015-07-05,425
2012-01-25,24
2011-06-29,1422
2014-09-20,10873
2015-05-10,535
2014-03-08,1197
2011-07-19,86
2012-03-29,1404
2015-08-18,190
2014-12-22,1434
2014-01-04,415
2013-11-12,56540
2012-11-08,137
2013-01-24,3637
2014-05-21,246
2011-04-02,275
2011-08-28,53
2012-04-06,54
2012-12-11,197
2011-03-04,10
2014-03-17,38
2011-07-26,4634
2011-03-16,15
2012-03-22,2201
2015-02-11,33
2014-02-27,64608
2012-02-18,166
2011-01-26,12
2015-07-10,522
2011-04-30,12
2012-01-19,116
2010-11-20,296
2012-08-16,294
2011-05-26,476
2014-04-18,11159
2014-10-17,165
2013-08-27,496
2012-12-14,471
2011-07-11,831
2014-03-30,483
2011-10-07,7123
2013-12-27,8
2014-02-18,665
2015-07-08,92
2012-09-20,180
2011-01-29,264
2015-07-01,362
2013-01-22,4360
2015-04-11,1180
2011-05-21,2815
2015-03-17,57
2013-08-28,129
2014-12-01,961
2013-05-23,46
2013-03-14,4
2011-12-29,79
2011-06-06,127
2013-12-20,1442
2015-06-11,19
2014-02-21,48178
2013-07-27,98
2012-09-29,215
2015-01-12,2
2013-12-16,15252
2014-01-31,575
2010-12-06,44
2013-07-14,3028
2012-02-03,7
2011-11-03,1117
2012-08-02,16560
2012-11-17,20
2015-03-24,39997
2014-05-14,196
2013-08-05,0
2011-08-05,607
2015-09-12,7766
2012-05-26,427
2013-07-20,1015
2015-09-23,517
2011-06-15,2322
2012-03-19,3
2013-12-13,29
2013-06-30,126349
2011-07-01,1285
2012-09-26,95722
2014-07-31,549
2012-04-29,608
2013-05-09,25521
2014-11-16,16
2013-10-25,27
2012-02-09,1659
2014-06-29,10
2014-11-23,6
2012-08-05,58
2012-11-26,112
2014-05-07,5438
2012-01-29,98
2011-08-02,4993
2013-05-05,92989
2015-10-04,0
2014-04-09,2
2011-06-08,1549
2012-08-08,1986
2015-06-05,112
2011-04-08,54
2012-02-24,17
2015-05-31,225
2014-03-07,10723
2011-07-08,1774
2013-06-23,28
2012-09-03,32
2013-03-25,157
2011-05-18,93
2010-12-20,32
2011-08-20,1009
2014-11-12,18
2011-01-04,170
2012-06-15,111
2013-07-10,4517
2015-03-14,2258
2012-01-22,177
2012-01-21,158
2011-05-12,114
2014-10-03,885
2011-06-17,1656
2011-05-11,596
2013-06-12,22
2014-03-12,3069
2011-09-20,730
2011-07-23,35
2012-09-08,90290
2012-03-25,28538
2010-11-28,506
2015-02-06,2
2014-02-12,84
2013-04-04,14
2013-05-16,29207
2013-04-24,29377
2014-12-10,15999
2013-11-13,48853
2011-04-05,4107
2014-05-25,483
2015-09-25,840
2011-05-07,16
2011-06-26,279
2014-09-09,47
2013-06-05,66
2011-12-15,310
2011-07-30,343
2011-10-12,6
2012-03-18,83
2015-02-15,12
2014-02-07,9051
2013-04-02,11059
2010-11-02,515
2013-04-01,24
2014-05-10,114
2014-12-17,1182
2014-01-09,15
2011-02-05,263
2011-04-26,1690
2014-05-18,9880
2011-05-01,181
2011-08-25,3716
2012-12-22,107
2013-08-23,693
2014-09-02,3266
2013-07-25,27283
2012-01-03,313
2012-10-16,114
2012-04-01,276
2013-04-10,5
2015-01-25,11842
2014-12-24,36
2014-01-18,39
2011-01-25,3369
2012-07-18,1491
2013-01-18,147
2012-06-22,21
2011-05-25,3576
2014-03-27,5037
2011-10-30,2609
2013-12-24,9666
2012-04-15,857
2014-02-17,670
2011-09-15,36
2013-05-17,24620
2015-01-16,242
2011-05-23,11016
2014-01-27,393
2013-07-18,1416
2014-06-22,59
2012-08-14,1094800
2012-05-19,26
2012-12-24,58
2014-12-21,32
2013-05-12,59010
2013-05-18,54198
2013-04-12,909
2011-12-30,20819
2011-06-03,761
2013-12-17,8961
2013-06-26,82
2011-07-05,1184
2013-03-18,580
2010-12-09,641
2012-12-30,15
2010-12-27,90
2012-03-03,85
2012-08-01,16
2015-04-29,1041
2014-09-16,210
2011-08-06,114
2013-05-25,71
2015-10-08,124
2011-06-12,12221
2014-09-27,2284
2012-10-05,5892
2013-06-19,25
2013-11-25,221
2012-05-16,432
2011-09-25,36
2011-07-12,121
2010-10-04,2400
2012-03-12,1225
2012-04-24,53
2010-12-16,100
2013-07-04,1544
2013-10-26,1110
2012-02-12,302
2014-12-07,1776
2011-11-13,1
2010-11-08,965
2015-04-26,2351
2013-01-09,3015672
2013-04-18,366
2015-09-18,61
2014-04-04,1719
2013-09-13,10
2011-06-21,631
2014-09-28,661
2013-12-03,555
2013-06-08,1204
2013-05-31,594
2014-08-28,323
2010-10-15,210
2013-03-28,24
2014-07-09,0
2014-02-08,867
2010-12-23,10
2013-04-28,23240
2014-06-03,2484
2014-12-14,1510
2011-01-11,896
2015-04-19,852
2011-02-08,45
2011-04-01,359
2013-06-06,4099093
2013-05-02,20293
2013-05-15,118352
2012-12-03,35410
2014-04-03,1058
2014-10-06,1
2013-06-01,20
2015-06-19,2271
2014-03-09,6
2011-10-08,8
2012-03-30,71
2012-02-20,405
2012-04-10,674
2015-04-12,10
2013-10-08,4
2012-02-26,321
2012-02-07,2914
2013-02-27,24
2014-01-05,10654
2012-11-09,202
2011-04-06,412
2014-05-22,14
2011-08-29,888
2012-08-24,56
2011-05-02,151
2012-07-25,800
2012-01-24,5
2014-09-14,6757
2015-06-20,929
2011-07-25,1590
2012-03-23,620
2015-02-12,42
2014-02-26,402
2012-01-30,75
2012-05-20,130
2012-04-05,21
2012-02-17,2763
2015-01-29,3986
2014-01-14,2661
2011-01-21,215
2015-07-09,1026
2013-01-30,410
2011-05-29,79
2014-04-17,2898
2014-10-16,538
2014-09-07,4299
2014-03-31,4
2011-12-21,84
2014-08-01,4185
2013-04-14,4
2013-12-01,59221
2015-01-20,206
2014-12-27,35
2014-01-23,9790
2013-07-22,204
2013-01-21,72
2013-05-11,71275
2011-02-16,44
2012-08-10,586
2015-04-08,205
2011-05-20,2073
2015-03-16,64
2013-05-22,2530
2014-08-29,1276
2011-06-07,1299
2011-03-18,894
2014-02-20,34193
2012-01-05,9
2012-09-18,4755
2013-05-10,5721
2014-01-24,321
2010-12-05,95
2015-07-07,7009
2014-06-21,2254
2012-08-13,340
2015-04-01,1487
2012-04-16,4
2015-03-31,231
2014-05-15,1260
2011-02-24,40
2011-02-17,156
2013-12-14,553
2015-05-23,29
2012-05-02,13
2012-09-27,545
2014-05-06,27
2010-12-12,81
2011-02-13,188
2012-02-08,359
2014-06-28,478
2012-08-04,1726
2015-04-30,1299
2012-11-27,367
2013-06-14,26444
2013-05-04,176
2012-05-29,7
2013-03-24,3
2014-04-08,7870
2011-06-09,288
2013-12-07,132
2013-06-20,10507
2015-05-30,415
2014-03-04,1232
2011-07-15,1799
2011-10-03,38
2011-05-08,199
2012-03-01,111
2015-01-01,124928
2010-12-19,90
2013-07-03,13
2013-10-07,17
2013-04-16,5216
2014-11-13,591
2012-06-14,32
2012-11-28,5262
2013-01-12,3011016
2013-03-16,292
2014-05-01,2
2013-07-16,273668
2012-01-26,97
2011-05-15,104
2011-06-18,23132
2012-06-10,56
2011-03-07,200
2013-06-13,10
2015-05-01,354
2011-12-04,48
2011-07-22,24941
2014-08-31,4697
2012-09-09,185
2012-03-26,246
2012-04-14,73
2014-02-15,347
2012-02-06,8621
2014-12-09,799
2014-01-01,2
2011-01-14,45
2012-11-05,114
2013-01-03,786
2012-01-18,2615
2013-05-08,23758
2010-11-18,20
2015-09-24,11
2013-02-05,1747
2014-04-30,598
2014-10-05,245
2011-06-27,1515
2014-09-10,1088
2012-04-18,96
2013-06-02,82
2011-05-04,216
2015-05-08,562
2014-03-10,12
2011-07-29,2064
2013-03-10,4
2012-04-09,372
2014-02-06,3536
2012-11-13,281
2014-10-07,12
2012-02-29,467
2014-06-09,810
2014-12-16,542
2014-01-10,567
2012-11-14,18
2011-04-27,2
2014-05-19,483
2015-09-29,378
2012-12-09,11050
2014-10-12,305
2013-08-16,107944
2014-09-03,2408
2012-11-20,330
2010-12-21,327
2013-03-13,306
2011-02-10,90
2015-02-09,107
2014-02-25,708
2013-04-11,88
2015-01-24,44
2011-03-21,360
2014-01-19,79
2013-01-17,1243
2013-04-30,4
2011-05-30,290
2012-03-07,31
2012-08-22,16
2012-06-21,815
2011-05-24,1485
2013-08-25,4
2014-09-04,530
2012-07-31,2737
2011-03-30,1460
2014-02-16,8675
2010-10-21,180
2013-07-21,7743
2013-10-21,31
2012-01-01,2200
2012-08-09,342
2011-05-19,2095
2014-10-30,7
2013-05-07,2007
2011-12-31,115
2011-06-04,209
2012-10-29,195
2013-06-27,63
2011-03-15,1724
2015-05-19,216
2011-07-04,74
2012-02-27,2998
2014-07-24,3
2011-12-16,1
